0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
AART 2019-2,AART 2019-2,AART 2019-2,AART 2019-2,,,AART 2024-1,AART 2024-1,AART 2024-1,AART 2024-1,
State,,Percentage of Aggregate Amount Financed,Percentage of Aggregate Amount Financed,,,State,,Percentage of Aggregate Amount Financed,Percentage of Aggregate Amount Financed,
Texas,,,12.52,%,,Texas,,,13.13,%
California,,,10.37,%,,Florida,,,9.05,%
Florida,,,8.98,%,,California,,,6.89,%
Pennsylvania,,,4.61,%,,Pennsylvania,,,5.16,%
Illinois,,,4.55,%,,North Carolina,,,4.69,%
North Carolina,,,3.95,%,,New Jersey,,,4.22,%
