0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2025,,,82.47,%,,,77.45,%,,,71.54,%,,,67.41,%,,,64.33,%,,,54.28,%
May 2025,,,74.46,%,,,66.95,%,,,58.13,%,,,51.97,%,,,47.36,%,,,32.73,%
June 2025,,,66.39,%,,,56.50,%,,,44.88,%,,,36.78,%,,,30.73,%,,,11.74,%
July 2025,,,58.26,%,,,46.08,%,,,31.80,%,,,21.84,%,,,14.42,%,,,0.00,%
August 2025,,,50.07,%,,,35.71,%,,,18.88,%,,,7.16,%,,,0.00,%,,,0.00,%
September 2025,,,41.82,%,,,25.38,%,,,6.13,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2025,,,33.51,%,,,15.10,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2025,,,25.14,%,,,4.85,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2025,,,16.71,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2026,,,8.22,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,0.47,,,,0.37,,,,0.28,,,,0.25,,,,0.22,,,,0.17,
Weighted Average Life to Maturity (years)(2),,,0.47,,,,0.37,,,,0.28,,,,0.25,,,,0.22,,,,0.17,
