0,1,2,3,4,5,6
Class of Certificates,Low Estimate of  Fair Value,Low Estimate of  Fair Value,Base Case  Fair Value,Base Case  Fair Value,High Estimate of  Fair Value,High Estimate of  Fair Value
Class A-1,$,7473929,$,7473905,$,7473997
Class A-SB,$,9830062,$,9829997,$,9830256
Class A-4,$,151495682,$,151499726,$,151492884
Class A-5,$,324649261,$,324656957,$,324636537
Class X-A,$,23175991,$,40181132,$,53628486
Class X-B,$,933692,$,5481268,$,9981483
Class A-S,$,69179347,$,69180089,$,69176504
Class B,$,36834882,$,37250260,$,37250398
Class C,$,27922533,$,28415148,$,28413870
Class X-D,$,3808433,$,3912645,$,4000034
Class X-E,$,2010848,$,2010848,$,2010848
Class D,$,15766123,$,16529592,$,17179429
Class E,$,7361109,$,7361109,$,7361109
Class F-RR,$,4211359,$,4211359,$,4211359
Class G-RR,$,10880021,$,10880021,$,10880021
