0,1,2,3
Class  of Certificates,Low  Estimate of  Credit Spread,Base  Case Credit Spread,High  Estimate of  Credit Spread
Class  A-1,0.65%,0.75%,0.85%
Class  A-2,0.68%,0.78%,0.88%
Class  A-3,0.70%,0.80%,0.90%
Class  A-S,1.05%,1.15%,1.30%
Class  B,1.45%,1.60%,1.80%
Class  C,1.90%,2.10%,2.35%
Class  D,3.40%,3.60%,4.25%
