0,1,2,3
Class of Certificates,Low Estimate  of Credit Spread,Base Case  Credit Spread,High Estimate of  Credit Spread
Class A-1,0.55%,0.65%,0.75%
Class A-2,0.58%,0.68%,0.78%
Class A-3,0.60%,0.70%,0.80%
Class A-S,0.85%,0.95%,1.05%
Class B,1.05%,1.20%,1.35%
Class C,1.45%,1.65%,1.85%
Class D,3.75%,4.00%,4.25%
