0,1,2,3,4
,,Fair Value  (in millions),,Fair Value  (as a percentage of the aggregate fair value of the Notes and Certificates)
Class A-1 Notes,,$195.2,,12.5%
Class A-2a Notes,,$231.2,,14.8%
Class A-2b Notes,,$231.2,,14.8%
Class A-3 Notes,,$462.4,,29.6% - 29.7%
Class A-4 Notes,,$130.0,,8.3%
Certificates,,$308.1 - $309.9,,19.8% - 19.9%
Total,,"$1,558.1 - $1,559.9",,100.0%
