0,1,2
Class of  Notes,,Range  of Interest Rates
Class A-1 Notes,,4.018% - 4.168%
Class A-2a  Notes,,4.44% - 4.79%
Class A-2b  Notes,,SOFR Rate + 0.56% - SOFR Rate + 0.91%
Class A-3 Notes,,4.64% - 4.99%
Class B Notes,,4.91% - 5.26%
Class C Notes,,5.20% - 5.55%
