0,1,2,3,4
Payment Date,,Yield Supplement  Overcollateralization  Amount,Yield Supplement  Overcollateralization  Amount,
April 2027,,,53252508.51,
May 2027,,,50731656.81,
June 2027,,,48273503.55,
July 2027,,,45878612.24,
August 2027,,,43547549.56,
September 2027,,,41280821.99,
October 2027,,,39078796.37,
November 2027,,,36941712.39,
December 2027,,,34869963.54,
January 2028,,,32863985.39,
February 2028,,,30924139.31,
March 2028,,,29050959.13,
April 2028,,,27244976.03,
May 2028,,,25506747.11,
June 2028,,,23836786.15,
July 2028,,,22235550.88,
August 2028,,,20703421.09,
September 2028,,,19240377.04,
October 2028,,,17845395.56,
November 2028,,,16516702.71,
December 2028,,,15253585.65,
January 2029,,,14054664.47,
February 2029,,,12917617.07,
March 2029,,,11841154.32,
April 2029,,,10825209.22,
May 2029,,,9870060.81,
June 2029,,,8976033.77,
July 2029,,,8143295.18,
August 2029,,,7371709.46,
September 2029,,,6659704.80,
October 2029,,,6001228.94,
November 2029,,,5387889.66,
December 2029,,,4815993.38,
January 2030,,,4282072.27,
February 2030,,,3782555.87,
March 2030,,,3315825.30,
April 2030,,,2881258.12,
May 2030,,,2478703.31,
June 2030,,,2108375.93,
July 2030,,,1770552.45,
August 2030,,,1465474.47,
September 2030,,,1193271.20,
October 2030,,,953897.30,
November 2030,,,747030.38,
December 2030,,,572373.40,
January 2031,,,429771.07,
February 2031,,,318612.05,
March 2031,,,236963.34,
April 2031,,,181149.27,
May 2031,,,143512.35,
June 2031,,,114447.10,
July 2031,,,89496.54,
August 2031,,,67798.12,
September 2031,,,49308.17,
October 2031,,,33998.70,
November 2031,,,21822.42,
December 2031,,,12703.03,
January 2032,,,6491.51,
February 2032,,,2740.56,
March 2032,,,859.82,
April 2032,,,193.23,
May 2032,,,26.13,
June 2032,,,6.55,
July 2032,,,2.06,
August 2032,,,0.24,
September 2032 (and thereafter),,,0.00,
