0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$19,600,000",99.1%,,Loan Payoff:,"$19,072,833",96.5%
Borrower Sponsor Equity:,"$169,426",0.9%,,Closing Costs:,"$482,138",2.4%
,,,,Reserves:,"$214,456",1.1%
,,,,,,
Total Sources:,"$19,769,426",100.0%,,Total Uses:,"$19,769,426",100.0%
