0,1,2,3,4
,,,,
Pool Balance,,$,1306541242.59,
Number of Receivables,,,63112,
New motor vehicles at origination(1),,,0.00,%(3)
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,20701.95,
Weighted average contract rate,,,9.40,%
Weighted average remaining term,,,61.87 months,
Weighted average original term,,,66.23 months,
Weighted average FICO® score(2),,,759.0,
