0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.71%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,98.18%,,92.45%,,82.88%
"March 21, 2026",,100.00%,,100.00%,,94.14%,,88.26%,,81.91%,,71.40%
"April 21, 2026",,100.00%,,93.86%,,84.98%,,78.57%,,71.67%,,60.25%
"May 21, 2026",,99.79%,,85.58%,,76.01%,,69.11%,,61.70%,,49.46%
"June 21, 2026",,92.73%,,77.53%,,67.31%,,59.94%,,52.04%,,39.00%
"July 21, 2026",,85.71%,,69.61%,,58.79%,,50.99%,,42.65%,,28.90%
"August 21, 2026",,78.74%,,61.81%,,50.45%,,42.27%,,33.53%,,19.15%
"September 21, 2026",,71.82%,,54.14%,,42.29%,,33.77%,,24.68%,,9.75%
"October 21, 2026",,64.94%,,46.60%,,34.32%,,25.50%,,16.10%,,0.71%
"November 21, 2026",,58.10%,,39.18%,,26.53%,,17.46%,,7.80%,,0.00%
"December 21, 2026",,51.32%,,31.90%,,18.93%,,9.65%,,0.00%,,0.00%
"January 21, 2027",,44.57%,,24.74%,,11.52%,,2.06%,,0.00%,,0.00%
"February 21, 2027",,37.88%,,17.71%,,4.29%,,0.00%,,0.00%,,0.00%
"March 21, 2027",,31.23%,,10.81%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2027",,25.23%,,4.53%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2027",,19.28%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2027",,13.37%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2027",,7.50%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2027",,1.67%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.43,,1.21,,1.08,,1.00,,0.93,,0.82
Weighted Average Life To Call (years)(1)(3),,1.43,,1.21,,1.08,,1.00,,0.93,,0.82
