0,1,2,3,4
,,,,
Pool Balance,,$,1005025872.07,
Number of Receivables,,,63782,
New motor vehicles at origination(1),,,0.01,%
Used motor vehicles at origination(1),,,99.99,%
Average principal balance,,$,15757.20,
Weighted average contract rate,,,8.73,%
Weighted average remaining term,,,58.24 months,
Weighted average original term,,,67.08 months,
Weighted average FICO® score(2),,,760.4,
