0,1,2,3,4,5,6,7,8,9,10,11,12
Notes(1),,Initial Note Balance,Initial Note Balance,Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date
Class A-1a notes(2),,,"$1,069,212,000",,,4.17%(3),,30/360,,"August 20, 2027",,"August 20, 2030"
Class A-1b notes(2),,,"$267,300,000",,,Compounded SOFR + 0.67%(3)(4)(5),,Actual/360,,"August 20, 2027",,"August 20, 2030"
Class B notes,,,"$102,180,000",,,___%(3)(6),,30/360,,"August 20, 2027",,"August 20, 2030"
Class C notes(2),,,"$61,308,000",,,4.67%(3),,30/360,,"August 20, 2027",,"August 20, 2030"
Total,,,"$1,500,000,000",,,,,,,,,
,,Initial Public Offering Price,Initial Public Offering Price,Initial Public Offering Price,,Underwriting Discounts and Commissions,Underwriting Discounts and Commissions,Underwriting Discounts and Commissions,,Net Proceeds(7),Net Proceeds(7),Net Proceeds(7)
Class B notes,,,$,,,%,%,%,,$,$,$
