0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Whole Loan Amount(1):,"$90,000,000",72.3%,,Loan Payoff:,"$123,448,650",99.2%
Sponsor Equity:,"$34,432,592",27.7%,,Closing Costs:,"$983,941",0.8%
Total Sources:,"$124,432,592",100.0%,,Total Uses:,"$124,432,592",100.0%
