0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,End of Month Aggregate Principal Balance(17),,Delinquencies,Delinquencies,Delinquencies,Delinquencies,Delinquencies,Delinquencies,Delinquencies,Delinquencies,Delinquencies
,,,End of Month Aggregate Principal Balance(17),,31-60 days(18),,61-90 days(18),,91-120 days(18),,121+ days(18),,>60 days Delinquent %(19)
Months Since Origination,,,End of Month Aggregate Principal Balance(17),,31-60 days(18),,61-90 days(18),,91-120 days(18),,121+ days(18),,>60 days Delinquent %(19)
Months Since Origination,0.0,,"$19,325,670,844",,"$26,391,861",,"$1,350,238",,"$118,577",,"$124,522",,0.01%
Months Since Origination,1.0,,18927225254,,36734514,,942696,,105400,,83105,,0.01%
Months Since Origination,2.0,,18347289022,,103943775,,5142297,,359815,,225009,,0.03%
Months Since Origination,3.0,,17780648850,,168252660,,26974795,,2885238,,601845,,0.17%
Months Since Origination,4.0,,17210803215,,168814708,,61703249,,17000104,,2155750,,0.47%
Months Since Origination,5.0,,16623705194,,167369255,,71155422,,38975292,,9328852,,0.72%
Months Since Origination,6.0,,16016994680,,158962991,,73910198,,41614898,,20434212,,0.85%
Months Since Origination,7.0,,15399356061,,152813993,,70106248,,42367689,,24236144,,0.89%
Months Since Origination,8.0,,14780725676,,144480099,,65286530,,41026143,,24708062,,0.89%
Months Since Origination,9.0,,14165005058,,136949872,,61325625,,37944093,,24398105,,0.87%
Months Since Origination,10.0,,13552498347,,131312516,,57480296,,35447239,,22930899,,0.85%
Months Since Origination,11.0,,12943785591,,122129583,,53561285,,32819099,,21649539,,0.83%
Months Since Origination,12.0,,12332416802,,113430323,,49375406,,30648889,,19766657,,0.81%
Months Since Origination,13.0,,11723720610,,106308478,,45336966,,28164494,,18337319,,0.78%
Months Since Origination,14.0,,11126967336,,98977473,,42801274,,25772511,,16900261,,0.77%
Months Since Origination,15.0,,10533227946,,93829361,,40119001,,24008034,,15035536,,0.75%
Months Since Origination,16.0,,9945792269,,87440706,,36960508,,22219904,,13689482,,0.73%
Months Since Origination,17.0,,9362007125,,82777277,,34951616,,20461246,,12308071,,0.72%
Months Since Origination,18.0,,8781245575,,77534513,,32790580,,19097876,,11278959,,0.72%
Months Since Origination,19.0,,8203418309,,74860193,,30915688,,17826297,,10265289,,0.72%
Months Since Origination,20.0,,7631024346,,70498438,,29543308,,16768526,,9646049,,0.73%
Months Since Origination,21.0,,7063279312,,65603795,,27880027,,15812561,,8948454,,0.75%
Months Since Origination,22.0,,6501287786,,61463190,,26071210,,14978069,,8264694,,0.76%
Months Since Origination,23.0,,5945460417,,58877670,,24136971,,14379593,,8636030,,0.79%
Months Since Origination,24.0,,5384346340,,56409900,,22888818,,13201207,,8007307,,0.82%
Months Since Origination,25.0,,4262094084,,44921498,,18355754,,10581465,,6582349,,0.83%
Months Since Origination,26.0,,3349182001,,36478943,,14815611,,8388043,,5243809,,0.85%
Months Since Origination,27.0,,2568467124,,28869856,,11882378,,6851578,,4240100,,0.89%
Months Since Origination,28.0,,1928743978,,22850985,,9324240,,5341970,,3506814,,0.94%
Months Since Origination,29.0,,1455866557,,18182438,,7451674,,4272340,,2917349,,1.01%
Months Since Origination,30.0,,1063188553,,13904942,,5693789,,3440288,,2447464,,1.09%
Months Since Origination,31.0,,726889055,,10293802,,4293921,,2613122,,1951889,,1.22%
Months Since Origination,32.0,,464648394,,7136270,,3040317,,1915058,,1557485,,1.40%
Months Since Origination,33.0,,268260325,,4769039,,1985534,,1266647,,1164657,,1.65%
Months Since Origination,34.0,,110238612,,2376150,,1046523,,686585,,690819,,2.20%
Months Since Origination,35.0,,27349572,,852094,,416764,,245104,,268864,,3.40%
Months Since Origination,36.0,,,,,,,,,,,,
