0,1,2,3
Class  of Certificates,Low  Estimate of  Credit Spread,Base  Case  Credit Spread,High  Estimate of  Credit Spread
Class X-A,-0.75%,-0.50%,-0.25%
Class X-B,-0.75%,-0.35%,0.00%
Class X-D,-0.75%,-0.35%,0.00%
