0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Loan Amount:,"$23,600,000",97.1%,,Loan Payoff:,"$23,694,919",97.5%
Sponsor Equity:,"$702,383",2.9%,,Closing Costs(4):,"$607,465",2.5%
Total Sources:,"$24,302,383",100.0%,,Total Uses:,"$24,302,383",100.0%
