0,1,2,3,4
Aggregate Starting Principal Balance,,$,1305673100.29,
Weighted  Average Contract Rate(1),,,6.60,%
Range of Contract Rates,,,0.00%  to 20.00%,
Weighted  Average Remaining Term to Maturity(1),,,60.95  months,
Weighted  Average Original Term to Maturity(1),,,68.18  months,
Latest Scheduled Maturity Date,,,"March  12, 2031",
