0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
23-Nov,,$,0.00,,,$0.00,,$0.00,,,0.00,%
23-Dec,,$,262030.95,,,$0.00,,"$262,030.95",,,0.01,%
24-Jan,,$,1152995.04,,,"($125,940.00)",,"$1,027,055.04",,,0.07,%
24-Feb,,$,1198077.57,,,"($180,415.43)",,"$1,017,662.14",,,0.13,%
24-Mar,,$,1775295.05,,,"($505,707.69)",,"$1,269,587.36",,,0.20,%
24-Apr,,$,2025242.69,,,"($540,165.16)",,"$1,485,077.53",,,0.28,%
24-May,,$,1711442.97,,,"($902,161.80)",,"$809,281.17",,,0.32,%
24-Jun,,$,1898559.07,,,"($661,953.58)",,"$1,236,605.49",,,0.39,%
24-Jul,,$,1738441.97,,,"($819,289.99)",,"$919,151.98",,,0.44,%
24-Aug,,$,1695333.94,,,"($789,162.49)",,"$906,171.45",,,0.49,%
24-Sep,,$,1835719.15,,,"($537,479.79)",,"$1,298,239.36",,,0.56,%
24-Oct,,$,1759595.65,,,"($706,619.84)",,"$1,052,975.81",,,0.62,%
24-Nov,,$,1571025.04,,,"($689,252.69)",,"$881,772.35",,,0.67,%
24-Dec,,$,1823193.54,,,"($737,136.03)",,"$1,086,057.51",,,0.73,%
25-Jan,,$,1608917.90,,,"($816,688.35)",,"$792,229.55",,,0.77,%
25-Feb,,$,1574799.66,,,"($645,362.93)",,"$929,436.73",,,0.82,%
25-Mar,,$,1581010.23,,,"($889,768.53)",,"$691,241.70",,,0.86,%
25-Apr,,$,1156401.72,,,"($634,103.76)",,"$522,297.96",,,0.89,%
25-May,,$,1110114.10,,,"($1,072,269.66)",,"$37,844.44",,,0.89,%
25-Jun,,$,1182398.52,,,"($672,820.48)",,"$509,578.04",,,0.92,%
25-Jul,,$,1608793.77,,,"($652,855.33)",,"$955,938.44",,,0.97,%
25-Aug,,$,1575739.17,,,"($765,144.16)",,"$810,595.01",,,1.02,%
25-Sep,,$,1210695.87,,,"($686,887.23)",,"$523,808.64",,,1.04,%
25-Oct,,$,1189538.54,,,"($551,324.04)",,"$638,214.50",,,1.08,%
25-Nov,,$,1271258.50,,,"($575,851.42)",,"$695,407.08",,,1.12,%
25-Dec,,$,1028446.64,,,"($445,194.38)",,"$583,252.26",,,1.15,%
26-Jan,,$,1178323.09,,,"($707,921.84)",,"$470,401.25",,,1.17,%
26-Feb,,$,841408.93,,,"($548,006.08)",,"$293,402.85",,,1.19,%
26-Mar,,$,791339.25,,,"($695,415.31)",,"$95,923.94",,,1.20,%
