0,1,2,3
,Principal  Amount(1),,Interest  Rate
Class A-1 notes,"$254,170,000",,●%
Class A-2a  notes(2),"} $466,670,000",,●%
Class A-2b notes(2)(3)(4),"} $466,670,000",,30-day  average SOFR + ●%
Class A-3 notes,"$466,660,000",,●%
Class A-4 notes,"$ 62,500,000",,●%
Class B notes,"$ 39,450,000",,●%
Class C notes(5),"$ 26,300,000",,0.00%
