0,1,2,3,4
,,Initial Note  Balance,,Interest Rate
Class A-1a Notes(1),,"$1,069,212,000",,4.17%(2)
Class A-1b Notes(1),,"$267,300,000",,Compounded SOFR + 0.67%(2)(3)
Class B Notes,,"$102,180,000",,___%(2)(4)
Class C Notes(1),,"$61,308,000",,4.67%(2)
