0,1,2,3,4
Payment Date,,Yield Supplement  Overcollateralization  Amount,Yield Supplement  Overcollateralization  Amount,
March 2030,,,6300705.11,
April 2030,,,5643618.46,
May 2030,,,5027605.66,
June 2030,,,4450703.94,
July 2030,,,3911120.42,
August 2030,,,3407949.32,
September 2030,,,2940687.24,
October 2030,,,2509356.06,
November 2030,,,2114259.75,
December 2030,,,1755717.10,
January 2031,,,1433984.88,
February 2031,,,1149222.63,
March 2031,,,901129.61,
April 2031,,,689220.20,
May 2031,,,513276.48,
June 2031,,,373265.17,
July 2031,,,268719.59,
August 2031,,,196951.01,
September 2031,,,149307.10,
October 2031,,,115377.66,
November 2031,,,88201.61,
December 2031,,,64971.42,
January 2032,,,45430.27,
February 2032,,,29590.22,
March 2032,,,17423.98,
April 2032,,,8816.27,
May 2032,,,3527.07,
June 2032,,,1068.54,
July 2032,,,301.75,
August 2032,,,103.73,
September 2032,,,36.66,
October 2032,,,10.81,
November 2032,,,0.21,
December 2032 (and thereafter),,,0.00,
