0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.44,%
07/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,87.07,%
08/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.69,%,,,75.10,%
09/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.14,%,,,85.02,%,,,63.83,%
10/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,93.11,%,,,84.76,%,,,73.78,%,,,53.22,%
11/15/24,,,100.00,%,,,100.00,%,,,91.25,%,,,83.65,%,,,74.66,%,,,62.97,%,,,42.89,%
12/15/24,,,100.00,%,,,96.29,%,,,82.52,%,,,74.39,%,,,64.84,%,,,52.59,%,,,32.83,%
01/15/25,,,100.00,%,,,88.56,%,,,73.91,%,,,65.32,%,,,55.31,%,,,42.66,%,,,23.04,%
02/15/25,,,97.19,%,,,80.87,%,,,65.43,%,,,56.44,%,,,46.07,%,,,33.16,%,,,13.54,%
03/15/25,,,90.38,%,,,73.22,%,,,57.08,%,,,47.77,%,,,37.12,%,,,24.11,%,,,4.31,%
04/15/25,,,83.52,%,,,65.60,%,,,48.87,%,,,39.29,%,,,28.46,%,,,15.60,%,,,0.00,%
05/15/25,,,76.61,%,,,58.02,%,,,40.78,%,,,31.01,%,,,20.10,%,,,7.58,%,,,0.00,%
06/15/25,,,69.75,%,,,50.56,%,,,32.91,%,,,23.00,%,,,12.08,%,,,0.00,%,,,0.00,%
07/15/25,,,63.55,%,,,43.76,%,,,25.67,%,,,15.58,%,,,4.56,%,,,0.00,%,,,0.00,%
08/15/25,,,58.41,%,,,37.97,%,,,19.31,%,,,8.92,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/25,,,53.24,%,,,32.20,%,,,13.03,%,,,2.38,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/25,,,48.02,%,,,26.45,%,,,6.84,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/25,,,42.77,%,,,20.73,%,,,0.73,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/25,,,37.48,%,,,15.03,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/26,,,32.15,%,,,9.35,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/26,,,26.78,%,,,3.70,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/26,,,21.38,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/26,,,15.93,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/26,,,10.44,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/26,,,4.91,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/26,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,1.62,,,,1.34,,,,1.14,,,,1.04,,,,0.94,,,,0.83,,,,0.67,
Weighted Average Life (Years) to Maturity,,,1.62,,,,1.34,,,,1.14,,,,1.04,,,,0.94,,,,0.83,,,,0.67,
