0,1,2
EU Securitization Regulation and UK Securitization Framework,,"The transaction described in this prospectus has not been structured with the objective of enabling or facilitating compliance by any person with the due diligence or other  requirements of: (i) Regulation (EU) 2017/2402 of the European Parliament and of the Council of December 12, 2017 (as amended, the “EU Securitization Regulation”) or (ii) the framework for the  regulation of certain aspects of securitization in the United Kingdom (the “UK”) comprising (A) the Securitisation Regulations 2024 (as amended, the “SR 2024”),  (B) the Securitisation Sourcebook of the handbook of rules and guidance adopted by the UK Financial Conduct Authority (the “FCA Rules”), (C) the Securitisation Part of the rulebook of published  policy of the Prudential Regulation Authority of the Bank of England (the “PRASR”) and (D) relevant provisions of the Financial Services and Markets Act 2000 (as amended, the “FSMA”) (in each case as further amended, supplemented or replaced from time to time and, collectively, the “UK Securitization Framework”). Consequently, the notes  may not be a suitable investment for investors who are subject to the EU Securitization Regulation or the UK Securitization Framework. See “Risk Factors––Risks Primarily Related to the Nature of the  Notes and the Structure of the Transaction—The notes may not be a suitable investment for investors subject to the EU Securitization Regulation or the UK Securitization Framework” and “Plan of Distribution—Requirements for Certain  European Economic Area and United Kingdom Regulated Investors and Affiliates.”"
DESCRIPTION OF THE NOTES,,
General,,"The notes consist of:  • the Class A-1 Notes;  • the Class A-2a Notes and the Class A-2b Notes (the “Class A-2 Notes”);  • the Class A-3 Notes; and  • the Class A-4 Notes.  The issuing entity will issue asset-backed notes with an aggregate initial principal amount of $1,100,000,000 or $1,350,000,000. The initial principal amount of each class  of notes is specified on the front cover of this prospectus, except that the allocation of the initial principal amount of the Class A-2a Notes and the Class A-2b Notes will be  determined on the day of pricing of the notes offered hereunder. If the aggregate initial principal amount of the notes is $1,100,000,000, the depositor expects that the initial principal amount of the Class A-2b Notes will not exceed  $208,250,000. If the aggregate initial principal amount of the notes is $1,350,000,000, the depositor expects that the initial principal amount of the Class A-2b Notes will not exceed $255,500,000.  The sponsor will make the determination regarding the aggregate initial principal amount of the notes based on, among other considerations, market conditions at the time of  pricing. See “Risk Factors—Risks Primarily Related to the Nature of the"
