0,1,2,3,4,5
Class A-1 Notes,,,$,466700000.0,
Class A-2a Notes,},,$,641680000.0,
Class A-2b Notes,},,$,641680000.0,
Class A-3 Notes,,,$,641680000.0,
Class A-4 Notes,,,$,92050000.0,
Certificates,,,$,47236320.89,
Total,,,$,1889346320.89,
