0,1,2,3,4,5
Major Tenant Sales,Major Tenant Sales,Major Tenant Sales,Major Tenant Sales,Major Tenant Sales,Major Tenant Sales
Tenant  Name,Collateral/Non- Collateral,Size  (SF),Lease  Expiration,Reported Sales(1),Sales  / SF
Von Maur,Non-Collateral,179114,NAP,"$38,000,000",$212
JCPenney,Non-Collateral,177223,NAP,"$12,800,000",$72
Dick's Sporting Goods,Collateral,84000,1/31/2029,"$10,000,000",$119
AMC Westroads,Collateral,73252,11/30/2028,"$2,039,000","$145,643(2)"
Toys R Us,Collateral,30796,10/31/2028,"$993,080",$32
The Container Store,Collateral,25604,2/29/2032,"$2,655,023",$104
