0,1,2,3,4,5,6
Class of Certificates,Low Estimate of  Fair Value,Low Estimate of  Fair Value,Base Case  Fair Value,Base Case  Fair Value,High Estimate of  Fair Value,High Estimate of  Fair Value
Class A-1,$,261998,$,261998,$,261996
Class A-2,$,151498554,$,151498214,$,151495484
Class A-3,$,397622076,$,397620143,$,397628168
Class X-A,$,22693237,$,30018954,$,37695107
Class X-B,$,3248545,$,5371306,$,7583909
Class A-S,$,67075995,$,67077590,$,67075218
Class B,$,41429358,$,41428536,$,41428978
Class C,$,30646676,$,30646849,$,30646825
Class X-D,$,2343340,$,2381827,$,2421801
Class X-E,$,1191642,$,1191642,$,1191642
Class D,$,25312663,$,25823993,$,26350183
Class E,$,11743583,$,11743583,$,11743583
Class F-RR,$,6415638,$,6415638,$,6415638
Class G-RR,$,15545271,$,15545271,$,15545271
