0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,95.70%
"December 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,75.91%
"January 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,57.39%
"February 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,40.16%
"March 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,24.22%
"April 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,86.26%,,9.59%
"May 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,70.56%,,0.00%
"June 15, 2028",,100.00%,,100.00%,,100.00%,,100.00%,,55.92%,,0.00%
"July 15, 2028",,100.00%,,100.00%,,100.00%,,85.57%,,42.35%,,0.00%
"August 15, 2028",,100.00%,,100.00%,,100.00%,,71.11%,,29.84%,,0.00%
"September 15, 2028",,100.00%,,100.00%,,94.99%,,57.55%,,18.42%,,0.00%
"October 15, 2028",,100.00%,,100.00%,,80.17%,,44.90%,,8.08%,,0.00%
"November 15, 2028",,100.00%,,100.00%,,66.11%,,33.18%,,0.00%,,0.00%
"December 15, 2028",,100.00%,,99.95%,,55.18%,,23.76%,,0.00%,,0.00%
"January 15, 2029",,100.00%,,87.28%,,44.80%,,14.99%,,0.00%,,0.00%
"February 15, 2029",,100.00%,,75.00%,,34.96%,,6.88%,,0.00%,,0.00%
"March 15, 2029",,100.00%,,63.10%,,25.67%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,100.00%,,51.59%,,16.94%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,89.50%,,40.47%,,8.76%,,0.00%,,0.00%,,0.00%
"June 15, 2029",,74.03%,,29.75%,,1.15%,,0.00%,,0.00%,,0.00%
"July 15, 2029",,58.71%,,19.43%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2029",,43.53%,,9.50%,,0.00%,,0.00%,,0.00%,,0.00%
"September 15, 2029",,28.50%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2029",,13.61%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2029",,8.42%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 15, 2029",,3.28%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2030",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,4.29,,4.00,,3.71,,3.47,,3.20,,2.77
Weighted Average Life To Call (years)(1)(3),,3.85,,3.52,,3.27,,3.02,,2.77,,2.44
