0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,78.67%,,73.86%,,70.61%,,68.25%,,65.69%,,61.20%
"December 15, 2024",,68.09%,,61.04%,,56.29%,,52.84%,,49.10%,,42.59%
"January 15, 2025",,57.58%,,48.40%,,42.22%,,37.74%,,32.89%,,24.51%
"February 15, 2025",,47.13%,,35.93%,,28.40%,,22.95%,,17.06%,,6.96%
"March 15, 2025",,36.75%,,23.64%,,14.84%,,8.48%,,1.62%,,0.00%
"April 15, 2025",,26.42%,,11.52%,,1.53%,,0.00%,,0.00%,,0.00%
"May 15, 2025",,16.16%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2025",,5.96%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2025",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
Weighted Average Life To Call (years)(1)(3),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
