0,1,2,3
Class of Certificates,Low Estimate of  Discount Yield,Base Case Discount  Yield,High Estimate of  Discount Yield
Class A-1,3.9650%,4.3557%,4.9078%
Class A-SB,4.3390%,4.7252%,5.2339%
Class A-4,4.5634%,4.9225%,5.4022%
Class A-5,4.6068%,4.9627%,5.4389%
Class A-S,4.9113%,5.3165%,5.8421%
Class B,5.1613%,5.6165%,6.1921%
Class C,5.5622%,6.0673%,6.6927%
Class D,7.3686%,7.8728%,8.4972%
