0,1,2,3,4,5,6,7,8,9
Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1)
Property Name/Location,Year Built/ Renovated,Tenant,Tenant Size (SF),Lease Start Date,Lease Term (Years),Office %,Clear Height,Annual Base Rent PSF,Lease Type
"80 International Drive  60-80 International Drive  Windsor, CT",2007/NAP,Walgreens Eastern(2),"698,574(2)",Aug-25(2),15.0(2),6.2%,25’-100’,$11.50(2),NNN(2)
"205 Baker Hollow Road  Windsor, CT",2025/NAP,"Marvin Logistics, LLC",185600,Sep-24,7.3,5.0%,32’,$12.25,NNN
"Rentschler Field Logistics Center  501 East Hartford Boulevard North  East Hartford, CT",2024/NAP,Lowe’s,1300000,Jul-24,10.3,1.0%,36’,$8.70,NNN
"20 Constitution Boulevard South  Shelton, CT",2004/NAP,Undisclosed,158000,Jan-24,NAV,25.3%,38’,$12.00,NNN
"425 Day Hill Road  Windsor, CT",2023/NAP,Undisclosed,170300,Jan-24,NAV,5.0%,32’,$11.75,NNN
"1180 Northrop Road  Wallingford, CT",2023/NAP,Whole Foods,80000,Dec-23,15.0,5.0%,32’,$12.25,NNN
"140 Old Country Circle  Windsor Locks, CT",2006/NAP,Eversource Energy,268497,Dec-23,9.3,4.7%,31’,$8.50,Modified Gross
