0,1,2,3
,,Principal  Amount(1),Interest  Rate
Class A-1 notes,,"$275,000,000",●%
Class A-2a  notes(2)  Class A-2b notes(2)(3)(4),},"$454,170,000",●%  30-day average SOFR + ●%
Class A-3  notes,,"$454,170,000",●%
Class A-4  notes,,"$ 66,660,000",●%
Class B  notes,,"$ 39,480,000",●%
Class C  notes(5),,"$ 26,310,000",0.00%
