0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,78.70,%,,,73.66,%,,,69.77,%,,,65.75,%,,,53.39,%
October 2025,,,67.44,%,,,59.62,%,,,53.64,%,,,47.55,%,,,29.96,%
November 2025,,,56.95,%,,,46.44,%,,,38.51,%,,,30.57,%,,,9.40,%
December 2025,,,46.50,%,,,33.45,%,,,23.72,%,,,14.16,%,,,0.00,%
January 2026,,,36.09,%,,,20.65,%,,,9.29,%,,,0.00,%,,,0.00,%
February 2026,,,26.23,%,,,8.50,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2026,,,16.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2026,,,6.62,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.37,,,,0.29,,,,0.25,,,,0.22,,,,0.17,
Weighted Average Life to Maturity (years)(1),,,0.37,,,,0.29,,,,0.25,,,,0.22,,,,0.17,
