0,1,2,3,4,5,6,7,8
,,,,,,,,
Class,,Initial Note Principal Amount(1)(2),Initial Note Principal Amount(1)(2),,,Interest Rate,,Final Scheduled Payment Date
Class A-1 Notes,,$,70500000,,,%,,"November 17, 2025"
Class A-2 Notes,,$,137520000,,,%,,"September 15, 2027"
Class A-3 Notes,,$,91680000,,,%,,"September 15, 2028"
Class B Notes,,$,56700000,,,%,,"August 15, 2030"
Class C Notes,,$,93480000,,,%,,"August 15, 2030"
Class D Notes,,$,89100000,,,%,,"August 15, 2030"
