0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2024,,,71.41,%,,,64.48,%,,,59.39,%,,,54.53,%,,,42.05,%
October 2024,,,60.51,%,,,50.60,%,,,43.38,%,,,36.59,%,,,19.43,%
November 2024,,,49.64,%,,,36.89,%,,,27.69,%,,,19.16,%,,,0.00,%
December 2024,,,38.81,%,,,23.36,%,,,12.33,%,,,2.25,%,,,0.00,%
January 2025,,,28.09,%,,,10.09,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2025,,,17.81,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2025,,,7.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2025,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.30,,,,0.22,,,,0.19,,,,0.16,,,,0.12,
Weighted Average Life to Maturity (years)(1),,,0.30,,,,0.22,,,,0.19,,,,0.16,,,,0.12,
