0,1,2,3,4,5,6
,,,,,,
Note Class,,Aggregate Principal Amount(1),Aggregate Principal Amount(1),,,Interest Rate Per Annum
A-1,,$,220400000,,,%
A-2,,$,334620000,,,%
A-3,,$,334620000,,,%
A-4,,$,60740000,,,%
B,,$,17540000,,,%
C,,$,19050000,,,%
D,,$,13030000,,,%
