0,1,2,3,4,5,6,7,8,9,10
,,Principal  Amount of  Class A-1 Notes,,Principal  Amount of  Class A-2a Notes(1),,Principal  Amount of  Class A-2b Notes(1),,Principal  Amount of  Class A-3 Notes,,Principal  Amount of  Class A-4 Notes
MUFG Securities Americas Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
BMO Capital Markets Corp.,,$__________,,$__________,,$__________,,$__________,,$__________
"BofA Securities, Inc.",,$__________,,$__________,,$__________,,$__________,,$__________
Lloyds Securities Inc.,,$__________,,$__________,,$__________,,$__________,,$__________
"ANZ Securities, Inc.",,$__________,,$__________,,$__________,,$__________,,$__________
ING Financial Markets LLC,,$__________,,$__________,,$__________,,$__________,,$__________
"R. Seelaus & Co., LLC",,$__________,,$__________,,$__________,,$__________,,$__________
Total,,"$280,250,000(3)",,$_____ (2),,$_____ (2),,"$451,725,000(3)",,"$66,737,000(3)"
