0,1,2,3,4,5,6,7
Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1),Comparable Industrial Leases(1)
Property Name/Location,Year Built/ Renovated,Total GLA (SF),Major Tenant,Tenant Size (SF),Lease Start Date,Lease Term (years),Annual Base Rent PSF
"Massillon Property(2)  Massillon, OH",1995 / 2015,243000,"A.R.E. Accessories, LLC",243000,October-24,8.0,$5.12
"BIG Aggregation Fund III- Universal Polymer  Middlefield, OH",1963 / 1969,107093,Universal Polymer and Rubber,107093,November-23,20.0,$4.92
"Wooster Industrial  Wooster, OH",2022 / NAP,198900,Pepsico Global Real Estate,198900,March-22,7.0,$5.94
"4555 Lyman Drive  Hilliard, OH",1985 / NAP,138000,"Forsee Power, Inc.",138000,November-22,10.4,$5.75
"LMA Building D  Akron, OH",1942 / NAP,773483,Quoted,286381,NAV,NAV,$6.95
"Stow Industrial  Stow, OH",1996 / 2019,184329,"ChromaScape Holdings, LLC",184329,November-23,10.0,$5.00
"Emerald Valley II  Solon, OH",2002 / NAP,143524,Quoted,59964,NAV,NAV,$7.00
"41 Cairns Road  Mansfield, OH",1994 / NAP,187386,American Standard,187386,July-22,8.0,$4.41
"ECS Tuning  Wadsworth, OH",1968 / NAP,220335,ECS Tuning,220335,November-25,10.0,$7.85
