0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,83.54,%,,,78.53,%,,,73.07,%,,,69.53,%,,,67.06,%,,,60.38,%
April 2026,,,75.84,%,,,68.20,%,,,59.87,%,,,54.49,%,,,50.72,%,,,40.55,%
May 2026,,,68.08,%,,,57.91,%,,,46.82,%,,,39.66,%,,,34.64,%,,,21.11,%
June 2026,,,60.27,%,,,47.66,%,,,33.91,%,,,25.04,%,,,18.82,%,,,2.07,%
July 2026,,,52.40,%,,,37.45,%,,,21.15,%,,,10.62,%,,,3.25,%,,,0.00,%
August 2026,,,44.48,%,,,27.28,%,,,8.53,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2026,,,36.51,%,,,17.15,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2026,,,28.49,%,,,7.06,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2026,,,20.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2026,,,12.29,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2027,,,4.12,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2027,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,0.48,,,,0.36,,,,0.28,,,,0.24,,,,0.22,,,,0.18,
Weighted Average Life to Maturity (years)(2),,,0.48,,,,0.36,,,,0.28,,,,0.24,,,,0.22,,,,0.18,
