0,1,2,3
Maturity (Years),Low Estimate of  Treasury Yield,Base Case  Treasury Yield,High Estimate of  Treasury Yield
3Y,3.3158%,3.5600%,3.7623%
5Y,3.5288%,3.7530%,3.9761%
