0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values  (in millions),Range of Fair Values  (in millions),,Range of Fair Values  (as a percentage of the fair values  of the Notes and the certificates),Range of Fair Values  (as a percentage of the fair values  of the Notes and the certificates),
Class A Notes,,$,1170.22,,,89.9% - 90.2,%
Class B Notes,,$,36.76,,,2.8,%
Class C Notes,,$,18.38,,,1.4,%
Fair Value of the Notes,,$,1225.36,,,94.2% - 94.5,%
Certificates,,$,71.54 - $76.07,,,5.5% - 5.8,%
Total,,$,"1,296.90 - $1,301.43",,,100.0,%
Reserve Account,,$,3.06,,,0.2,%
Fair Value of the Certificates and Reserve Account,,$,74.60 - $79.13,,,5.8% - 6.1,%
