0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,95.39%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.76%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,95.46%,,78.43%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,98.30%,,87.60%,,70.41%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,90.80%,,80.02%,,62.71%
"January 15, 2027",,100.00%,,100.00%,,94.10%,,83.75%,,72.84%,,55.31%
"February 15, 2027",,100.00%,,100.00%,,87.36%,,76.92%,,65.92%,,48.24%
"March 15, 2027",,100.00%,,95.59%,,80.80%,,70.30%,,59.24%,,41.48%
"April 15, 2027",,100.00%,,89.24%,,74.41%,,63.89%,,52.81%,,35.04%
"May 15, 2027",,100.00%,,83.02%,,68.20%,,57.70%,,46.65%,,28.92%
"June 15, 2027",,99.32%,,76.92%,,62.17%,,51.72%,,40.74%,,23.13%
"July 15, 2027",,93.18%,,70.94%,,56.32%,,45.97%,,35.08%,,17.66%
"August 15, 2027",,87.08%,,65.09%,,50.65%,,40.43%,,29.69%,,12.52%
"September 15, 2027",,81.03%,,59.37%,,45.15%,,35.11%,,24.56%,,7.71%
"October 15, 2027",,75.02%,,53.77%,,39.85%,,30.01%,,19.69%,,3.23%
"November 15, 2027",,70.31%,,49.24%,,35.44%,,25.69%,,15.48%,,0.00%
"December 15, 2027",,65.62%,,44.80%,,31.17%,,21.55%,,11.45%,,0.00%
"January 15, 2028",,60.97%,,40.46%,,27.04%,,17.56%,,7.63%,,0.00%
"February 15, 2028",,56.35%,,36.22%,,23.04%,,13.75%,,4.00%,,0.00%
"March 15, 2028",,51.77%,,32.07%,,19.19%,,10.10%,,0.58%,,0.00%
"April 15, 2028",,47.23%,,28.03%,,15.47%,,6.62%,,0.00%,,0.00%
"May 15, 2028",,42.72%,,24.08%,,11.90%,,3.32%,,0.00%,,0.00%
"June 15, 2028",,38.24%,,20.23%,,8.47%,,0.18%,,0.00%,,0.00%
"July 15, 2028",,33.80%,,16.48%,,5.18%,,0.00%,,0.00%,,0.00%
"August 15, 2028",,29.40%,,12.83%,,2.03%,,0.00%,,0.00%,,0.00%
"September 15, 2028",,25.03%,,9.29%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2028",,20.70%,,5.85%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2028",,16.41%,,2.51%,,0.00%,,0.00%,,0.00%,,0.00%
"December 15, 2028",,13.27%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2029",,10.16%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2029",,7.08%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2029",,4.02%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,0.98%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.96,,2.62,,2.38,,2.22,,2.06,,1.83
Weighted Average Life To Call (years)(1)(3),,2.96,,2.61,,2.38,,2.22,,2.06,,1.82
