0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
Payment Date,,1.00%,,1.50%,,1.75%,,2.00%,,2.50%
Closing Date,,100%,,100%,,100%,,100%,,100%
"May 15, 2024",,64%,,58%,,55%,,52%,,45%
"June 15, 2024",,29%,,17%,,11%,,5%,,0%
"July 15, 2024",,0%,,0%,,0%,,0%,,0%
,,,,,,,,,,
Weighted Average Life (Years) to Call,,0.14,,0.12,,0.11,,0.11,,0.10
Weighted Average Life (Years) to Maturity,,0.14,,0.12,,0.11,,0.11,,0.10
