0,1,2,3,4,5,6,7,8,9,10
,,,,,,,,,,
,,Initial Principal Amount(2)(3),Initial Principal Amount(2)(3),,,Interest Rate(4),Interest Rate(4),,,Final Scheduled Distribution Date
Class A-1 Asset-backed Notes,,$,220400000,,,,,%,,"July 15, 2027"
Class A-2 Asset-backed Notes,,$,334620000,,,,,%,,"October 15, 2029"
Class A-3 Asset-backed Notes,,$,334620000,,,,,%,,"September 15, 2031"
Class A-4 Asset-backed Notes,,$,60740000,,,,,%,,"October 15, 2032"
Class B Asset-backed Notes,,$,17540000,,,,,%,,"October 15, 2032"
Class C Asset-backed Notes,,$,19050000,,,,,%,,"October 15, 2032"
Class D Asset-backed Notes,,$,13030000,,,,,%,,"July 15, 2033"
