0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
20-Apr,,$,66757.92,,,$0.00,,"$66,757.92",,,0.01,%
20-May,,$,190711.53,,,"($3,921.88)",,"$186,789.65",,,0.02,%
20-Jun,,$,939182.16,,,"($102,222.55)",,"$836,959.61",,,0.09,%
20-Jul,,$,906562.92,,,"($180,063.95)",,"$726,498.97",,,0.15,%
20-Aug,,$,1360087.28,,,"($198,218.05)",,"$1,161,869.23",,,0.24,%
20-Sep,,$,1120181.50,,,"($239,984.15)",,"$880,197.35",,,0.31,%
20-Oct,,$,1681178.56,,,"($385,567.28)",,"$1,295,611.28",,,0.42,%
20-Nov,,$,1619119.69,,,"($440,332.27)",,"$1,178,787.42",,,0.51,%
20-Dec,,$,1247292.30,,,"($513,213.88)",,"$734,078.42",,,0.57,%
21-Jan,,$,1390805.03,,,"($722,145.17)",,"$668,659.86",,,0.62,%
21-Feb,,$,1070263.32,,,"($502,481.62)",,"$567,781.70",,,0.67,%
21-Mar,,$,965282.63,,,"($541,738.26)",,"$423,544.37",,,0.70,%
21-Apr,,$,530075.47,,,"($844,253.25)",,"($314,177.78)",,,0.68,%
21-May,,$,694135.15,,,"($572,450.83)",,"$121,684.32",,,0.69,%
21-Jun,,$,634509.25,,,"($509,304.96)",,"$125,204.29",,,0.70,%
21-Jul,,$,624217.16,,,"($534,881.92)",,"$89,335.24",,,0.71,%
21-Aug,,$,734543.95,,,"($461,928.78)",,"$272,615.17",,,0.73,%
21-Sep,,$,674079.34,,,"($400,335.42)",,"$273,743.92",,,0.75,%
21-Oct,,$,508891.69,,,"($420,098.51)",,"$88,793.18",,,0.76,%
21-Nov,,$,799136.95,,,"($325,615.10)",,"$473,521.85",,,0.80,%
21-Dec,,$,656490.79,,,"($355,001.99)",,"$301,488.80",,,0.82,%
22-Jan,,$,413406.17,,,"($280,395.53)",,"$133,010.64",,,0.83,%
22-Feb,,$,568955.70,,,"($363,986.40)",,"$204,969.30",,,0.85,%
22-Mar,,$,389557.86,,,"($536,403.77)",,"($146,845.91)",,,0.84,%
22-Apr,,$,204632.33,,,"($333,952.83)",,"($129,320.50)",,,0.83,%
22-May,,$,294536.63,,,"($318,695.59)",,"($24,158.96)",,,0.82,%
22-Jun,,$,361349.01,,,"($245,630.99)",,"$115,718.02",,,0.83,%
22-Jul,,$,593881.03,,,"($281,706.98)",,"$312,174.05",,,0.86,%
22-Aug,,$,331026.24,,,"($202,680.72)",,"$128,345.52",,,0.87,%
22-Sep,,$,396720.54,,,"($300,880.25)",,"$95,840.29",,,0.88,%
22-Oct,,$,407423.05,,,"($284,487.71)",,"$122,935.34",,,0.89,%
22-Nov,,$,440439.27,,,"($109,278.19)",,"$331,161.08",,,0.91,%
22-Dec,,$,438681.99,,,"($283,171.50)",,"$155,510.49",,,0.93,%
23-Jan,,$,237643.59,,,"($226,631.63)",,"$11,011.96",,,0.93,%
23-Feb,,$,377192.65,,,"($274,684.11)",,"$102,508.54",,,0.93,%
23-Mar,,$,170212.73,,,"($268,454.31)",,"($98,241.58)",,,0.93,%
23-Apr,,$,211789.11,,,"($274,892.09)",,"($63,102.98)",,,0.92,%
23-May,,$,239112.84,,,"($229,858.50)",,"$9,254.34",,,0.92,%
23-Jun,,$,229022.80,,,"($230,470.59)",,"($1,447.79)",,,0.92,%
23-Jul,,$,282112.98,,,"($177,496.97)",,"$104,616.01",,,0.93,%
23-Aug,,$,203514.54,,,"($250,976.03)",,"($47,461.49)",,,0.93,%
23-Sep,,$,199945.93,,,"($200,839.69)",,($893.76),,,0.93,%
23-Oct,,$,127528.03,,,"($161,453.22)",,"($33,925.19)",,,0.92,%
23-Nov,,$,194240.70,,,"($162,943.63)",,"$31,297.07",,,0.93,%
23-Dec,,$,167965.82,,,"($171,970.68)",,"($4,004.86)",,,0.93,%
24-Jan,,$,86291.55,,,"($135,060.13)",,"($48,768.58)",,,0.92,%
24-Feb,,$,162790.97,,,"($148,495.05)",,"$14,295.92",,,0.92,%
24-Mar,,$,105384.71,,,"($130,069.30)",,"($24,684.59)",,,0.92,%
