0,1,2,3,4,5,6
,,Selling  Concession,,,Reallowance,
Class A-1 Notes,,●,%,,●,%
Class A-2 Notes,,●,%,,●,%
Class A-3 Notes,,●,%,,●,%
Class A-4 Notes,,●,%,,●,%
