0,1,2,3,4
Class of Securities,,Range of Fair Values (in millions),,Range of Fair Values (as a percentage of the fair values  of the Notes and the certificates)
Class A Notes,,$551.48,,79.8% - 80.1%
Class B Notes,,$29.26,,4.2% - 4.3%
Class C Notes,,$34.45,,5.0%
Certificates,,$72.95 - $75.92,,10.6% - 11.0%
Total,,$688.14 - $691.11,,100.0%
