0,1,2,3,4
January  2027,35532157.41,,July  2030,1339971.81
February  2027,33964810.03,,August  2030,1158683.34
March  2027,32439701.98,,September  2030,996033.92
April  2027,30956237.93,,October  2030,851632.29
May  2027,29514138.49,,November  2030,725118.33
June  2027,28113143.75,,December  2030,616041.95
July  2027,26752849.15,,January  2031,524015.96
August  2027,25433000.55,,February  2031,447733.23
September  2027,24153273.33,,March  2031,383975.72
October  2027,22913323.03,,April  2031,329308.3
November  2027,21712646.12,,May  2031,282205.21
December  2027,20550406.17,,June  2031,240885.99
January  2028,19425799.41,,July  2031,204348.86
February  2028,18338117.39,,August  2031,172148.98
March  2028,17286999.16,,September  2031,144169.36
April  2028,16272184.52,,October  2031,120200.21
May  2028,15293475.73,,November  2031,99941.39
June  2028,14350747.81,,December  2031,82884.28
July  2028,13443826.99,,January  2032,68444.46
August  2028,12572501.76,,February  2032,56217.67
September  2028,11736459.06,,March  2032,45921.7
October  2028,10935460.86,,April  2032,37290.13
November  2028,10169371.32,,May  2032,30016.57
December  2028,9437864.09,,June  2032,23859.4
January  2029,8740421.53,,July  2032,18627.49
February  2029,8076469.83,,August  2032,14160.19
March  2029,7445646.5,,September  2032,10424.39
April  2029,6847577.71,,October  2032,7402.3
May  2029,6281933.9,,November  2032,5062.2
June  2029,5748250.19,,December  2032,3330.56
July  2029,5245997.04,,January  2033,2074.05
August  2029,4774724.99,,February  2033,1189.86
September  2029,4334222.2,,March  2033,591.35
October  2029,3923783.72,,April  2033,227.3
November  2029,3541491.74,,May  2033,48.1
