0,1,2,3,4,5,6,7
Class A-1 Notes,,,,,,$,403800000.0
Class A-2-A Notes,,,},,,$,654000000.0
Class A-2-B Notes,,,},,,$,654000000.0
Class A-3 Notes,,,,,,$,654000000.0
Class A-4 Notes,,,,,,$,94670000.0
Class B Notes,,,,,,$,35070000.0
Class C Notes,,,,,,$,58460000.0
Yield Supplement Overcollateralization Amount,,,,,,$,143381932.25
Overcollateralization(2),,,,,,$,48727225.83
Total,,,,,,$,2092109158.08
