0,1,2,3,4
Mortgage Loan/Property  Portfolio Names,Mortgage Loan  Cut-off Date Balance ($),Percentage (%)  of the Initial Pool Balance by Allocated Loan Amount,"Expiration/Termination  of Related License/ Franchise Agreement, Operating Agreement or Management Agreement",Maturity Date  of the Related Mortgage Loan
Hilton Waterfront Beach Resort,"$ 47,000,000",5.5%,7/31/2030,3/1/2031
Greensboro-High Point Marriott Airport,"$ 23,000,000",2.7%,12/11/2050,6/1/2031
Home2 Suites Lake Mary,"$ 17,000,000",2.0%,3/31/2046,4/11/2031
