0,1,2,3,4,5,6
Closing Date,,"$157,379,805.24",,December 2027,,"$18,454,176.84"
July 2024,,152006073.29,,January 2028,,17023530.37
August 2024,,146736517.51,,February 2028,,15662104.38
September 2024,,141572059.77,,March 2028,,14368654.79
October 2024,,136512870.62,,April 2028,,13141908.41
November 2024,,131558547.45,,May 2028,,11980952.69
December 2024,,126708670.42,,June 2028,,10884780.04
January 2025,,121963095.58,,July 2028,,9852217.37
February 2025,,117321876.00,,August 2028,,8881889.71
March 2025,,112785018.11,,September 2028,,7973136.48
April 2025,,108352508.61,,October 2028,,7125132.34
May 2025,,104024506.82,,November 2028,,6336758.98
