0,1,2,3,4
Class A-1 Notes,,$,72000000,
Class A-2 Notes,,$,106710000,
Class A-3 Notes,,$,106710000,
Class B Notes,,$,57410000,
Class C Notes,,$,74240000,
Class D Notes,,$,87110000,
