0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
11/15/25,,,80.28,%,,,75.74,%,,,71.28,%,,,68.58,%,,,65.34,%,,,61.04,%,,,42.99,%
12/15/25,,,72.16,%,,,65.49,%,,,58.95,%,,,55.02,%,,,50.30,%,,,44.08,%,,,22.75,%
01/15/26,,,63.98,%,,,55.27,%,,,46.77,%,,,41.66,%,,,35.57,%,,,27.59,%,,,4.69,%
02/15/26,,,55.74,%,,,45.09,%,,,34.73,%,,,28.53,%,,,21.16,%,,,11.57,%,,,0.00,%
03/15/26,,,47.43,%,,,34.95,%,,,22.84,%,,,15.61,%,,,7.07,%,,,0.00,%,,,0.00,%
04/15/26,,,39.07,%,,,24.84,%,,,11.09,%,,,2.92,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/26,,,30.64,%,,,14.77,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/26,,,22.16,%,,,4.74,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/26,,,13.60,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/26,,,4.99,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/26,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,0.44,,,,0.35,,,,0.29,,,,0.26,,,,0.23,,,,0.20,,,,0.14,
Weighted Average Life (Years) to Maturity,,,0.44,,,,0.35,,,,0.29,,,,0.26,,,,0.23,,,,0.20,,,,0.14,
