0,1,2,3,4,5
Class A-1 Notes,,,$,507000000.0,
Class A-2a Notes Class A-2b Notes,},,$,714800000.0,
Class A-3 Notes,,,$,652200000.0,
Class A-4 Notes,,,$,126000000.0,
Certificates,,,$,51292436.63,
Total,,,$,2051292436.63,
