0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,95.32%
"February 21, 2025",,100.00%,,100.00%,,100.00%,,98.63%,,92.77%,,82.95%
"March 21, 2025",,100.00%,,100.00%,,94.35%,,88.30%,,81.81%,,71.01%
"April 21, 2025",,100.00%,,93.96%,,84.81%,,78.21%,,71.14%,,59.43%
"May 21, 2025",,100.00%,,85.34%,,75.47%,,68.36%,,60.75%,,48.21%
"June 21, 2025",,92.57%,,76.85%,,66.32%,,58.75%,,50.66%,,37.35%
"July 21, 2025",,85.24%,,68.58%,,57.44%,,49.43%,,40.88%,,26.85%
"August 21, 2025",,77.95%,,60.44%,,48.74%,,40.35%,,31.39%,,16.71%
"September 21, 2025",,70.71%,,52.43%,,40.24%,,31.50%,,22.18%,,6.94%
"October 21, 2025",,63.52%,,44.56%,,31.93%,,22.88%,,13.26%,,0.00%
"November 21, 2025",,56.38%,,36.82%,,23.81%,,14.51%,,4.63%,,0.00%
"December 21, 2025",,49.29%,,29.21%,,15.89%,,6.37%,,0.00%,,0.00%
"January 21, 2026",,42.24%,,21.75%,,8.16%,,0.00%,,0.00%,,0.00%
"February 21, 2026",,35.25%,,14.42%,,0.64%,,0.00%,,0.00%,,0.00%
"March 21, 2026",,28.31%,,7.22%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2026",,21.94%,,0.59%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2026",,15.62%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2026",,9.34%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2026",,3.11%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.38,,1.16,,1.04,,0.96,,0.89,,0.79
Weighted Average Life To Call (years)(1)(3),,1.38,,1.16,,1.04,,0.96,,0.89,,0.79
