0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,75.76,%,,,70.01,%,,,65.88,%,,,62.34,%,,,56.22,%
July 2026,,,65.23,%,,,56.74,%,,,50.67,%,,,45.53,%,,,37.00,%
August 2026,,,54.95,%,,,43.8,%,,,35.90,%,,,29.27,%,,,19.06,%
September 2026,,,44.70,%,,,31.04,%,,,21.41,%,,,13.44,%,,,1.66,%
October 2026,,,34.49,%,,,18.44,%,,,7.22,%,,,0.00,%,,,0.00,%
November 2026,,,24.32,%,,,6.02,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2026,,,14.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2027,,,4.89,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2027,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.35,,,,0.28,,,,0.24,,,,0.21,,,,0.18,
Weighted Average Life to Maturity (years)(1),,,0.35,,,,0.28,,,,0.24,,,,0.21,,,,0.18,
