0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,,,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,95.84,%
December 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,86.87,%
January 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,78.18,%
February 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,69.76,%
March 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,93.49,%,,,61.64,%
April 2027,,,100.00,%,,,100.00,%,,100.00,%,,98.08,%,,,86.41,%,,,53.80,%
May 2027,,,100.00,%,,,100.00,%,,100.00,%,,91.43,%,,,79.51,%,,,46.24,%
June 2027,,,100.00,%,,,100.00,%,,100.00,%,,85.01,%,,,72.88,%,,,39.02,%
July 2027,,,100.00,%,,,100.00,%,,95.98,%,,78.80,%,,,66.48,%,,,32.10,%
August 2027,,,100.00,%,,,100.00,%,,90.14,%,,72.74,%,,,60.27,%,,,25.47,%
September 2027,,,100.00,%,,,100.00,%,,84.39,%,,66.82,%,,,54.23,%,,,19.12,%
October 2027,,,100.00,%,,,100.00,%,,78.75,%,,61.06,%,,,48.38,%,,,13.05,%
November 2027,,,100.00,%,,,99.75,%,,73.20,%,,55.44,%,,,42.72,%,,,7.27,%
December 2027,,,100.00,%,,,94.35,%,,67.76,%,,49.98,%,,,37.24,%,,,1.77,%
January 2028,,,100.00,%,,,88.97,%,,62.41,%,,44.66,%,,,31.95,%,,,0.00,%
February 2028,,,100.00,%,,,83.62,%,,57.17,%,,39.50,%,,,26.85,%,,,0.00,%
March 2028,,,100.00,%,,,78.31,%,,52.04,%,,34.49,%,,,21.94,%,,,0.00,%
April 2028,,,95.97,%,,,73.02,%,,47.00,%,,29.64,%,,,17.22,%,,,0.00,%
May 2028,,,90.43,%,,,67.76,%,,42.08,%,,24.95,%,,,12.69,%,,,0.00,%
June 2028,,,84.86,%,,,62.54,%,,37.26,%,,20.41,%,,,8.36,%,,,0.00,%
July 2028,,,79.66,%,,,57.67,%,,32.78,%,,16.20,%,,,4.35,%,,,0.00,%
August 2028,,,74.73,%,,,53.07,%,,28.58,%,,12.27,%,,,0.62,%,,,0.00,%
