0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
September 2028,,,69.77,%,,,48.51,%,,24.48,%,,8.48,%,,,0.00,%,,,0.00,%
October 2028,,,64.77,%,,,43.97,%,,20.47,%,,4.84,%,,,0.00,%,,,0.00,%
November 2028,,,59.74,%,,,39.46,%,,16.56,%,,1.33,%,,,0.00,%,,,0.00,%
December 2028,,,54.68,%,,,34.97,%,,12.74,%,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,49.58,%,,,30.51,%,,9.02,%,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,44.45,%,,,26.08,%,,5.40,%,,0.00,%,,,0.00,%,,,0.00,%
March 2029,,,39.28,%,,,21.68,%,,1.87,%,,0.00,%,,,0.00,%,,,0.00,%
April 2029,,,34.08,%,,,17.30,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
May 2029,,,28.84,%,,,12.95,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,23.60,%,,,8.65,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,19.33,%,,,5.14,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,15.78,%,,,2.20,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,12.21,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
October 2029,,,8.60,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
November 2029,,,4.98,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
December 2029,,,1.33,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
January 2030,,,0.00,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,3.38,,,,3.04,,,2.61,,,2.32,,,,2.13,,,,1.69,
Weighted Average Life to Maturity (years)(2),,,3.38,,,,3.04,,,2.61,,,2.32,,,,2.13,,,,1.69,
