0,1,2,3,4
State,,Percentage of Pool Balance,Percentage of Pool Balance,Percentage of Pool Balance
California,,,,16.50%
New York,,,,7.31%
Texas,,,,7.27%
Florida,,,,6.42%
Illinois,,,,5.53%
Ohio,,,,5.18%
