0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2025,,,81.39,%,,,77.03,%,,,73.57,%,,,69.82,%,,,56.39,%
July 2025,,,69.87,%,,,62.89,%,,,57.42,%,,,51.59,%,,,32.52,%
August 2025,,,59.69,%,,,50.19,%,,,42.86,%,,,35.18,%,,,12.50,%
September 2025,,,49.54,%,,,37.68,%,,,28.65,%,,,19.39,%,,,0.00,%
October 2025,,,39.43,%,,,25.35,%,,,14.8,%,,,4.22,%,,,0.00,%
November 2025,,,29.71,%,,,13.52,%,,,1.53,%,,,0.00,%,,,0.00,%
December 2025,,,20.28,%,,,2.09,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2026,,,10.89,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2026,,,1.54,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.39,,,,0.31,,,,0.27,,,,0.24,,,,0.17,
Weighted Average Life to Maturity (years)(1),,,0.39,,,,0.31,,,,0.27,,,,0.24,,,,0.17,
