0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.08%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.21%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,92.71%,,78.66%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,94.49%,,85.68%,,71.44%
"April 15, 2026",,100.00%,,100.00%,,96.26%,,87.80%,,78.89%,,64.54%
"May 15, 2026",,100.00%,,100.00%,,89.85%,,81.33%,,72.36%,,57.97%
"June 15, 2026",,100.00%,,96.05%,,83.88%,,75.26%,,66.20%,,51.68%
"July 15, 2026",,100.00%,,90.32%,,78.05%,,69.38%,,60.26%,,45.66%
"August 15, 2026",,100.00%,,84.70%,,72.39%,,63.69%,,54.55%,,39.93%
"September 15, 2026",,98.02%,,79.19%,,66.88%,,58.18%,,49.06%,,34.48%
"October 15, 2026",,92.57%,,73.79%,,61.52%,,52.87%,,43.79%,,29.32%
"November 15, 2026",,87.17%,,68.50%,,56.32%,,47.74%,,38.75%,,24.43%
"December 15, 2026",,81.80%,,63.32%,,51.28%,,42.81%,,33.94%,,19.84%
"January 15, 2027",,76.47%,,58.25%,,46.39%,,38.06%,,29.36%,,15.54%
"February 15, 2027",,71.19%,,53.29%,,41.67%,,33.52%,,25.01%,,11.52%
"March 15, 2027",,65.94%,,48.44%,,37.11%,,29.16%,,20.89%,,7.80%
"April 15, 2027",,60.74%,,43.71%,,32.70%,,25.01%,,17.00%,,4.37%
"May 15, 2027",,56.92%,,40.07%,,29.19%,,21.58%,,13.67%,,1.18%
"June 15, 2027",,53.13%,,36.52%,,25.79%,,18.29%,,10.49%,,0.00%
"July 15, 2027",,49.36%,,33.03%,,22.49%,,15.13%,,7.47%,,0.00%
"August 15, 2027",,45.63%,,29.63%,,19.31%,,12.10%,,4.60%,,0.00%
"September 15, 2027",,41.92%,,26.31%,,16.24%,,9.20%,,1.89%,,0.00%
"October 15, 2027",,38.24%,,23.06%,,13.27%,,6.44%,,0.00%,,0.00%
"November 15, 2027",,34.59%,,19.89%,,10.42%,,3.81%,,0.00%,,0.00%
"December 15, 2027",,30.96%,,16.81%,,7.69%,,1.32%,,0.00%,,0.00%
"January 15, 2028",,27.37%,,13.80%,,5.07%,,0.00%,,0.00%,,0.00%
"February 15, 2028",,23.80%,,10.87%,,2.56%,,0.00%,,0.00%,,0.00%
"March 15, 2028",,20.26%,,8.03%,,0.16%,,0.00%,,0.00%,,0.00%
"April 15, 2028",,17.71%,,5.91%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2028",,15.18%,,3.84%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2028",,12.68%,,1.83%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2028",,10.19%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2028",,7.72%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 15, 2028",,5.27%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2028",,2.84%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2028",,0.43%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 15, 2028",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.83,,2.50,,2.28,,2.13,,1.98,,1.76
Weighted Average Life To Call (years)(1)(3),,2.82,,2.49,,2.27,,2.12,,1.98,,1.75
