0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,,,,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"March 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"April 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"May 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"June 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"July 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.72,%
"August 21, 2026",,,100.00,%,,,100.00,%,,,100.00,%,,,98.29,%,,,92.95,%,,,84.16,%
"September 21, 2026",,,100.00,%,,,100.00,%,,,94.15,%,,,88.57,%,,,82.64,%,,,72.98,%
"October 21, 2026",,,100.00,%,,,93.73,%,,,85.17,%,,,79.07,%,,,72.60,%,,,62.11,%
"November 21, 2026",,,99.57,%,,,85.61,%,,,76.36,%,,,69.78,%,,,62.81,%,,,51.55,%
"December 21, 2026",,,92.67,%,,,77.71,%,,,67.82,%,,,60.77,%,,,53.33,%,,,41.29,%
"January 21, 2027",,,85.81,%,,,69.94,%,,,59.44,%,,,51.98,%,,,44.09,%,,,31.35,%
"February 21, 2027",,,79.00,%,,,62.28,%,,,51.24,%,,,43.39,%,,,35.10,%,,,21.72,%
"March 21, 2027",,,72.22,%,,,54.74,%,,,43.20,%,,,35.00,%,,,26.35,%,,,12.40,%
"April 21, 2027",,,65.49,%,,,47.32,%,,,35.34,%,,,26.83,%,,,17.85,%,,,3.40,%
"May 21, 2027",,,58.80,%,,,40.02,%,,,27.65,%,,,18.87,%,,,9.61,%,,,0.00,%
"June 21, 2027",,,52.16,%,,,32.85,%,,,20.13,%,,,11.11,%,,,1.62,%,,,0.00,%
"July 21, 2027",,,45.56,%,,,25.79,%,,,12.79,%,,,3.57,%,,,0.00,%,,,0.00,%
"August 21, 2027",,,39.00,%,,,18.85,%,,,5.62,%,,,0.00,%,,,0.00,%,,,0.00,%
"September 21, 2027",,,32.49,%,,,12.04,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"October 21, 2027",,,26.54,%,,,5.78,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"November 21, 2027",,,20.63,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"December 21, 2027",,,14.75,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"January 21, 2028",,,8.92,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"February 21, 2028",,,3.13,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 21, 2028",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,1.42,,,,1.20,,,,1.07,,,,1.00,,,,0.92,,,,0.82,
Weighted Average Life To Call (years)(1)(3),,,1.42,,,,1.20,,,,1.07,,,,1.00,,,,0.92,,,,0.82,
