0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,88.65%
"May 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,66.17%
"June 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,45.32%
"July 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,26.11%
"August 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,98.52%,,8.55%
"September 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,79.33%,,0.00%
"October 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,61.49%,,0.00%
"November 21, 2027",,100.00%,,100.00%,,100.00%,,95.28%,,45.00%,,0.00%
"December 21, 2027",,100.00%,,100.00%,,100.00%,,77.48%,,29.87%,,0.00%
"January 21, 2028",,100.00%,,100.00%,,100.00%,,60.84%,,16.12%,,0.00%
"February 21, 2028",,100.00%,,100.00%,,89.66%,,47.95%,,4.73%,,0.00%
"March 21, 2028",,100.00%,,100.00%,,75.94%,,35.80%,,0.00%,,0.00%
"April 21, 2028",,100.00%,,100.00%,,62.85%,,24.41%,,0.00%,,0.00%
"May 21, 2028",,100.00%,,100.00%,,50.38%,,13.76%,,0.00%,,0.00%
"June 21, 2028",,100.00%,,88.33%,,38.54%,,3.88%,,0.00%,,0.00%
"July 21, 2028",,100.00%,,74.13%,,27.33%,,0.00%,,0.00%,,0.00%
"August 21, 2028",,100.00%,,60.39%,,16.77%,,0.00%,,0.00%,,0.00%
"September 21, 2028",,100.00%,,47.11%,,6.85%,,0.00%,,0.00%,,0.00%
"October 21, 2028",,91.60%,,34.28%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,73.42%,,21.91%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,55.40%,,10.02%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,37.55%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,19.87%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,12.02%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,4.25%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,4.41,,4.11,,3.81,,3.55,,3.28,,2.86
Weighted Average Life To Call (years)(1)(3),,3.83,,3.42,,3.17,,3.00,,2.75,,2.42
