0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,WOART 2025-C(3),WOART 2025-C(3),WOART 2025-C(3),WOART 2025-C(3),WOART 2025-C(3),WOART 2025-C(3),,,WOART 2025-C(4),WOART 2025-C(4),WOART 2025-C(4),WOART 2025-C(4),WOART 2025-C(4),WOART 2025-C(4),
,,Starting  Principal  Balance ($),Starting  Principal  Balance ($),,,% of  Starting Principal  Balance,% of  Starting Principal  Balance,,,Starting  Principal  Balance ($),Starting  Principal  Balance ($),,,% of  Starting Principal  Balance,% of  Starting Principal  Balance,
Florida,,,487030563.06,,,,47.3,%,,,617809396.62,,,,47.4,%
Georgia,,,192741941.13,,,,18.7,%,,,242206573.28,,,,18.6,%
North Carolina,,,154120211.09,,,,15.0,%,,,193708312.73,,,,14.9,%
Alabama,,,95854747.17,,,,9.3,%,,,121445147.95,,,,9.3,%
South Carolina,,,78295458.01,,,,7.6,%,,,99432306.22,,,,7.6,%
All Others,,,22546010.53,,,,2.2,%,,,28333176.06,,,,2.2,%
Total,,,1030588930.99,,,,100.0,%,,,1302934912.86,,,,100.0,%
